Landblock Hex	Landblock Dec	Dungeon Name	Drop Loc	Wiki Link	WeenieClassId	WeenieDesc	aceObjectId	Portal Name	Portal Loc	Portal Coordinates	Portal Restrictions	NPC Name	Gem Name	Gateway	Notes	Spreadsheet Info
01CF	463	Eastham Sewer	0x01CF0231 114.069336 -166.635254 6.005000 0.999972 0.000000 0.000000 0.007547	01CF	1323	portaleasthamsewer	2095669248	Eastham Sewer	0xCE960030 138.775 173.041 14.3724 0.993913 0 0 0.110171							
01D0	464	Yanshi Tunnels	0x01D00117 28.500000 1.200000 0.005000 0.291501 0.000000 0.000000 -0.956570	01D0	1398	portalyanshitunnel	2072444928	Yanshi Tunnel Portal	0xB8700013 68.3484 53.6156 15.937 0.854772 0 0 0.519004							
01D1	465	Balmy Font	0x01d103d3 50 -50 0 1 0 0 0	01D1	29778	portalbalmyfont	2129711130	Balmy Font	0xEF0D010D 109.588 10.5422 108.31 0.426181 0 0 -0.904638							
01D2	466	Mountain Keep	0x01D202F7 47.900829 -69.939735 12.004999 0.696707 0.000000 0.000000 -0.717356	01D2	1364	portalmountainkeep	2056007680	Mountain Keep	0xA8C30027 105.908 149.116 147.111 -0.966893 0 0 -0.255183							
01D3	467	Zabool Tower (Base)	01D3010F 20.50 -10.30 0.00 -0.72 0.00 0.00 -0.69	01D3	368	portalzabooltowerbase	2038013952	Zabool Tower Base	0x979A002D 142.611 111.287 41.3892 0.18678 0 0 0.982402							
01D3	467	Zabool Tower (Top)	01D301BA 3.68 -9.00 120.01 -0.92 0.00 0.00 -0.38	01D3	370	portalzabooltowertop	2036961282	Top of Zabool Tower	0x96990027 101.9 166.1 223.937 -0.819152 0 0 -0.573576							
01D4	468	Bellig Tower (Base)	01D40115 40.00 -30.00 0.00 -0.72 0.00 0.00 -0.69	01D4	373	portalbelligtowerbase	2033799168	Bellig Tower Base	0x9395001E 82.5 137 106.854 0.292372 0 0 -0.956305							
01D4	468	Bellig Tower (Top)	01D401B1 61.80 -22.45 30.00 -0.69 0.00 0.00 -0.72	01D4	375	portalbelligtowertop	2033799169	Bellig Tower	0x93950023 102.368 65.4781 223.937 0.275637 0 0 -0.961262							
01D5	469	Syliph Tower	0x01D501C0 38.759998 -13.770000 66.005005 0.020795 0.000000 0.000000 0.999784	01D5	426	portalsyliphtowertop	2027479040	Syliph Tower	0x8D8E0037 153.4 163.4 223.937 -0.594823 0 0 -0.803857							
01D6	470	Alfreth Dungeon	0x01D601B9 135.810730 -0.704144 0.005000 0.714421 0.000000 0.000000 0.699716	01D6	371	portalalfrethdungeon	2029621248	Alfreth Dungeon	0x8F990039 184 8.2 92.6703 0.390731 0 0 -0.920505	20.7N 12.8E						
01D7	471	Sylsfear Dungeon	0x01D70277 59.799999 -136.899994 0.005000 -0.510014 0.000000 0.000000 -0.860166	01D7	428	portalsylsfeardungeon	2031669248	Sylsfear Dungeon Portal	0x918D0032 151.2 37.1 27.0287 0.707107 0 0 -0.707107							
01D8	472	A Drudge Nest (Rithwic)	 0x01D80108 21.400000 -1.300000 0.005000 -0.104015 0.000000 0.000000 -0.994576	01D8	1335	portaldrudgefamily	2088292352	A Drudge Nest	0xC78D0011 56.776 21.25 21.937 0.894934 0 0 -0.446198							
01D9	473	A Red Rat Lair	0x01D90100 3.000000 -49.900002 0.005000 -0.690651 0.000000 0.000000 0.723188	01D9	1345	portalwhiteratlair	2009485312	A Red Rat Lair	0x7C650029 135.347 22.5536 7.09538 0.406737 0 0 -0.913545							
01DA	474	A Ruin (Yanshi)	 0x01DA010F 11.400000 -21.600000 0.005000 0.988771 0.000000 0.000000 -0.149438	01DA	1343	portalsimplesuite	2074537984	A Ruin	0xBA6F0022 114 45.77 9.437 -0.694658 0 0 -0.71934							
01DB	475	Moss Chamber	0x01DB01DF 60.000000 -60.000000 0.005000 -0.311436 0.000000 0.000000 0.950267	01DB	1339	portalmosschamber	1881075734	Moss Chamber	0x01EF0199 66.5833 -130 -36.063 -0.707107 0 0 -0.707107							
01DB	475	Moss Chamber	0x01DB01DF 60.000000 -60.000000 0.005000 -0.311436 0.000000 0.000000 0.950267	01DB	1339	portalmosschamber	2011762689	Moss Chamber	0x7E910021 111.8 15.7 75.937 0.97437 0 0 -0.224951							
01DC	476	A Drudge Nest (Hebian-To)	0x01DC015C 30.088884 -10.575529 6.005000 -0.032481 0.000000 0.000000 -0.999472	01DC	1337	portaldrudgenest	2121580544	A Drudge Nest	0xE74C003E 174.48 125 31.937 -0.996195 0 0 -0.0871556							
01DD	477	A White Rat Nest	0x01DD015F 30.011997 -69.900002 0.005000 0.999800 0.000000 0.000000 -0.019996	01DD	1347	portalwhiteratnest	2055933952	A Rat Nest	0xA8B10006 2.245 140.642 56.4023 0.636078 0 0 -0.771625							
01DE	478	A Ruin (Mayoi)	0x01DE0195 29.949747 -8.195015 0.005000 -0.016580 0.000000 0.000000 -0.999863	01DE	1341	portalsimplemaze	2119372800	A Ruin	0xE531000A 33.02 26.663 98.5196 0.991445 0 0 -0.130526							
01DF	479	A Mosswart Nest	0x01DF0106 7.100000 -28.799999 0.005000 0.895552 0.000000 0.000000 -0.444956	01DF	1333	portalmosswartroom	2093293568	A Mosswart Nest	0xCC52003A 179.643 38.143 54.2347 0.680112 0 0 0.733108							
01DF	479	A Mosswart Nest	0x01DF0106 7.100000 -28.799999 0.005000 0.895552 0.000000 0.000000 -0.444956	01DF	1333	portalmosswartroom	2093342720	A Mosswart Nest	0xCC5E0021 112.6 1.87 13.937 -0.898794 0 0 -0.438371							
01E0	480	Banderling Ruin	 0x01E0010C 20.001366 -19.735603 0.005000 0.999930 0.000000 0.000000 -0.011800	01E0	1329	portalemptyroom	2064302080	Banderling Ruin	0xB0AC003D 183.3 116 35.387 -0.965926 0 0 -0.258819							
01E1	481	Thieves' Den	0x01E1026F 80.871552 -70.012573 0.005000 0.704888 0.000000 0.000000 -0.709319	01E1	1219	portalthievesden	2097762304	Thieves' Den	0xD095002E 121.672 121.43 1.6785 -0.422178 0 0 -0.906513							
01E2	482	Bandit Castle Prison	0x01E20239 71.893997 -20.000000 24.004999 -0.727785 0.000000 0.000000 -0.685806	01E2	1306	portalbanditcastleprison	2078089216	Bandit Castle Prison	0xBDD20128 165.3 82.9 185.937 1 0 0 0							
01E3	483	Glenden Wood Dungeon	0x01E3033D 161.000000 -150.000000 0.005000 -0.952863 0.000000 0.000000 -0.303401	01E3	1307	portalglendendungeon	2047492096	Glenden Wood Dungeon	0xA0A4001F 75.6 166 67.7703 1 0 0 0							
01E4	484	Commander's Quarters	0x01E40157 60.961464 -20.030922 -17.995001 0.696707 0.000000 0.000000 0.71735	01E4	32292		1881030887	Commander's Quarters	0x01E40180 49 -22 -12.063 -0.009023 0 0 -0.999959							
01E4	484	North Glenden Prison	0x01e40157 61 -20 -17.995000839233 -0.70710700750351 0 0 -0.70710700750351	01E4	1311	portalnorthglenden	2046455808	North Glenden Prison	0x9FA70012 65.5266 43.1032 67.937 1 0 0 0							
01E4	484	North Glenden Prison	0x01e40157 61 -20 -17.995000839233 -0.70710700750351 0 0 -0.70710700750351	01E4	1311	portalnorthglenden	1881026566	North Glenden Prison	0x01E30105 82.411 -36.9036 -30.063 0.855025 0 0 -0.518587							
01E4	484	North Glenden Prison	0x01e40157 61 -20 -17.995000839233 -0.70710700750351 0 0 -0.70710700750351	01E4	1311	portalnorthglenden	1881030885	North Glenden Prison	0x01E40157 63.1424 -16.8696 -18.063 0.923879 0 0 -0.382684							
01E4	484	North Glenden Prison	0x01e40157 61 -20 -17.995000839233 -0.70710700750351 0 0 -0.70710700750351	01E4	1311	portalnorthglenden	1881030886	North Glenden Prison	0x01E4010D 52 -20.014 -24.063 -0.701755 0 0 -0.712418							
01E5	485	Green Mire Grave	0x01E5020E 79.955452 -69.226143 0.005000 0.999816 0.000000 0.000000 -0.019198	01E5	1309	portalgreenmiregrave	2105917440	Green Mire Grave	0xD85C003E 176.2 125 12.837 1 0 0 0							
01E5	485	Green Mire Grave	0x01E5020E 79.955452 -69.226143 0.005000 0.999816 0.000000 0.000000 -0.019198	01E5	42160		2023760033	Green Mire Grave	0x8A0201CA 69.9684 -50.0737 0.25273 0.707107 0 0 -0.707107							
01E6	486	Small Icecave	0x01E60250 140.000000 -190.000000 6.084772 1.000000 0.000000 0.000000 0.000000	01E6	1327	portalemptyicecave	2079141888	Small Icecave	0xBED30018 67.17 170.94 145.71 -0.00872653 0 0 -0.999962							
01E7	487	A Small Cave	0x01E70121 58.561001 -28.650000 0.005000 -0.551937 0.000000 0.000000 -0.833886	01E7												
01E8	488	Dungeon Manor	0x01E8016A -0.121914 -37.724430 0.005000 -0.005186 0.000000 0.000000 -0.999987	01E8	1123	portaldungeonmanor	2038943744	Dungeon Manor Portal	0x987D0009 29.4224 4.10697 35.937 -0.456903 0 0 -0.889516							
01E9	489	Underground City	0x01E901AD 120.000000 -130.000000 -11.995001 -0.714424 0.000000 0.000000 -0.699713	01E9	1099	portalunderground	1880920071	Underground City Portal	0x01C90119 90 -216.976 -72.063 1 0 0 0							
01E9	489	Underground City	0x01E901AD 120.000000 -130.000000 -11.995001 -0.714424 0.000000 0.000000 -0.699713	01E9	1099	portalunderground	2083102720	Underground City Portal	0xC29A0032 166.547 25.265 73.6051 0.996917 0 0 -0.0784591							
01EA	490	Old Talisman	0x01EA041E 60.000000 -60.000000 54.005001 -0.325568 0.000000 0.000000 -0.945519	01EA	1116	portaltalisman	1900527616	Old Talisman Dungeon Portal	0x147C001D 81 109.1 148.279 0.382683 0 0 -0.92388							
01EB	491	Lola's Den (A)	0x01eb0135 220 -34.727500915527 -65.995002746582 1 0 0 0	01EB												
01EB	491	Lola's Den (Entrance)	0x01eb032f 62.479198455811 -49.728298187256 0 -0.70710700750351 0 0 -0.70710700750351	01EB	28798	portallolasden	1921982464	Lola's Den	0x28F2001B 75.624 66.3426 52.0881 -0.993037 0 0 -0.117803							
01EB	491	Lola's Den (L)	0x01eb010d 119.99500274658 -40.06840133667 -65.995002746582 0.6967059969902 0 0 0.71735697984695	01EB												
01EB	491	Lola's Den (L)	0x01eb0124 179.97799682617 -5.996789932251 -65.995002746582 -0.0042039998807013 0 0 0.99999099969864	01EB												
01EB	491	Lola's Den (O)	0x01eb0118 150 0 -65.995002746582 0.69670701026917 0 0 -0.71735602617264	01EB												
01EC	492	Defiled Temple Middle Wing	0x01ec0164 20 -110 0.0049999998882413 0.73168897628784 0 0 -0.68163901567459	01EC	30750	portaldefiledtemplemid	2056126503	Defiled Temple Middle Wing	0xA8E00103 61.8602 108.275 23.137 0.735976 0 0 0.677008							
01ED	493	Dungeon of Shadows	0x01ED0310 120.000000 0.000000 12.004999 -0.004204 0.000000 0.000000 -0.999991	01ED	1117	portalshadows	2070519810	Dungeon of Shadows Portal	0xB69A001B 92.9 48.8 32.5203 0.979925 0 0 -0.199368							
01EE	494	Black Death Catacombs Quiddity Seed (Entrance)	0x01ee02b7 12.748100280762 -169.02900695801 -41.994998931885 0.71985697746277 0 0 -0.69412302970886	01EE												
01EE	494	Black Death Catacombs Quiddity Seed (Unused?)	0x01ee04da 100.08100128174 -198.6130065918 -5.9949998855591 0.0840749964118 0 0 0.99645900726318	01EE											Drops by Thorsten, wiki quest guide does not mention it. - Immortalbob	
01EE	494	Black Death Catacombs Quiddity Seed (Unused?)	0x01ee0628 99.925598144531 -196.46899414062 42.005001068115 0.99854600429535 0 0 0.053897101432085	01EE											Original drop to black death catacombs, unused by quest? - Immortalbob	
01EF	495	Arwic Mines	0x01EF03DD 67.500000 -69.800003 0.005000 -0.707107 0.000000 0.000000 -0.707107	01EF	1088	portalarwicmines	2087358464	Arwic Mines Portal	0xC6A9001E 90.5567 140.355 41.937 -0.521251 0 0 -0.853403							
01F0	496	Hizk Ri's Temple	0x01f00454 20 -60 0.0049999998882413 1 0 0 0	01F0												
01F1	497	Cave (Eastham)	0x01F1010A 20.000000 -40.000000 0.005000 0.675590 0.000000 0.000000 -0.737277	01F1	1331	portalcave	2089377792	Cave	0xC8960004 13.3225 73.8515 7.937 0.833886 0 0 -0.551937							
01F1	497	Cave (Eastham)	0x01F1010A 20.000000 -40.000000 0.005000 0.675590 0.000000 0.000000 -0.737277	01F1	1331	portalcave	2094620672	Cave	0xCD960004 13.3 73.9 30.8287 0.833886 0 0 -0.551937							
01F2	498	Kivik Lir's Temple	0x01f202b0 10 -20 0.0049999998882413 1 0 0 0	01F2												
01F3	499	Tomb of the Dead	0x01F301C1 130.000000 -90.000000 0.005000 -0.707107 0.000000 0.000000 -0.707107	01F3	9188	portaltombofthedead	2025226250	Tomb of The Dead	0x8B680102 12.3051 98.5788 4.737 0.99993 0 0 -0.0118458							
01F4	500	Lyceum Training Grounds	0x01F402D2 170 -180 0.005 0.9238795 0 0 -0.38268346	01F4												
01F5	501	Aerfalle Keep	0x01F50229 50 -180 0 1 0 0 0	01F5												
01F6	502	Holtburg Dungeon	0x01F60289 96.69999695 -10 0 -0.71927911 0 0 -0.69472122	01F6	1125	portalholtburgdungeon	2055950336	Holtburg Dungeon	0xA8B50030 126.6 173.4 27.837 0.422618 0 0 -0.906308							
01F7	503	Shoushi Grotto	0x01F701F0 40.000000 -140.000000 0.005000 1.000000 0.000000 0.000000 0.000000	01F7	1124	portalshoushigrotto	2107981824	Shoushi Grotto Portal	0xDA54001B 91.8 69 40.337 -0.999391 0 0 -0.0348995							
01F8	504	Mite Maze	0x01F801D4 [6.033467 -100.316963 0.005000] 0.708773 0.000000 0.000000 -0.705436	01F8	1121	portalmitemaze	2087395328	Mite Maze Portal	0xC6B2003F 190.3 156.3 302.912 0.766044 0 0 -0.642788							
01F9	505	Accursed Halls	0x01F90101 0.000000 -130.000000 -17.995001 0.906308 0.000000 0.000000 -0.422618	01F9	1119	portalaccursed	1937117184	Accursed Halls Portal	0x37610004 19.5545 77.8227 39.937 -0.707107 0 0 -0.707107							
01FA	506	Crypt of Ashen Tears	0x01FA034C 80.000000 -59.000000 6.005000 0.938191 0.000000 0.000000 -0.346117	01FA	1120	portalashentears	2017005568	Crypt of Ashen Tears	0x83910036 164.7 141.5 123.937 0.93358 0 0 -0.358368							
01FB	507	Yaraq Tunnels	0x01FB0206 92.000000 -20.000000 0.005000 0.707107 0.000000 0.000000 -0.707107	01FB	1126	portalyaraqtunnels	2010513408	Yaraq Tunnels Portal	0x7D60002E 127.583 121.55 49.937 -0.0000000437114 0 0 -1							
01FC	508	ReedShark Lair	0x01FC0114 18.900000 -58.900002 0.005000 0.636078 0.000000 0.000000 -0.771625	01FC	1127	portalreedsharklair	2075590656	ReedShark Lair Portal	0xBB700031 150.3 13.6 5.837 0.446198 0 0 -0.894934							
01FD	509	Trothyr's Rest	0x01FD02B5 [88.760002 -59.916000 12.004999] 0.704714 0.000000 0.000000 -0.709492	01FD	1122	portaltrothyrsrest	2085142528	Trothyr's Rest	0xC48C0004 10.2642 72.9759 29.0816 -0.707107 0 0 -0.707107							
01FE	510	Small Empyrean Vault	0x01fe02cb 177.04800415039 -176.39399719238 0 0.85435497760773 0 0 0.51968997716904	01FE	28780	portalsmallempvault	1915629568	Small Empyrean Vault	0x22E30040 176.226 184.963 79.3506 0.998827 0 0 0.0484164							
0272	626	Temple of Kivik Lir (Crypt)	0x02720199 140 -100 0 -0.70710700750351 0 0 -0.70710700750351	0272												
0272	626	Temple of Kivik Lir (Entrance)	0x02720136 60 -80 0.0049999998882413 1 0 0 0	0272												
0272	626	Temple of Kivik Lir (Lyceum)	0x02720140 60 -150 0.0049999998882413 1 0 0 0	0272												
0273	627	Haven of Kivik Lir (Level ??)	0x027302c0 80 -110 0.0049999998882413 1 0 0 0	0273												
0274	628	Haven of Kivik Lir (Level ??)	0x027402c0 80 -110 0.0049999998882413 1 0 0 0	0274												
0275	629	Haven of Kivik Lir (Level ??)	0x027502c0 80 -110 0.0049999998882413 1 0 0 0	0275												
0276	630	Trials of Kivik Lir (Entrance)	0x02760372 200 -110 0.0049999998882413 1 0 0 0	0276												
0276	630	Trials of Kivik Lir (Exit)	0x027607d9 200 -93.427597045898 18.004999160767 1 0 0 0	0276												
0276	630	Trials of Kivik Lir (Greater Arena Level ??)	0x0276027d 100 -70 -5.9949998855591 -0.70710700750351 0 0 -0.70710700750351	0276												
0276	630	Trials of Kivik Lir (Greater Arena Level ??)	0x02760287 100 -110 -5.9949998855591 -0.70710700750351 0 0 -0.70710700750351	0276												
0276	630	Trials of Kivik Lir (Greater Arena Level ??)	0x02760291 100 -150 -5.9949998855591 -0.70710700750351 0 0 -0.70710700750351	0276												
0277	631	Gallery of Kivik Lir (Level ??)	0x0277012e 30 -90 0.0049999998882413 1 0 0 0	0277												
0277	631	Gallery of Kivik Lir (Level ??)	0x02770185 110 -90 0.0049999998882413 1 0 0 0	0277												
0277	631	Gallery of Kivik Lir (Level ??)	0x027701dc 190 -90 0.0049999998882413 1 0 0 0	0277												
0278	632	Burun Fortress Central Mound	0x02780369 150.03999328613 -100 0.0049999998882413 1 0 0 0	0278	28481	portalburunfortresslair	2073423922	Vile-Smelling Refuse	0xB95F0116 61.6258 97.2981 30.6971 -0.5997 0 0 0.800225							
0279	633	Burun Fortress SW Mound	0x0279037b 112.14099884033 0 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	0279	28478	portalburunbreedingpit	2073423921	Vile-Smelling Refuse	0xB95F0106 34.4753 84.4589 4.59706 0.698231 0 0 0.715872							
027A	634	Burun Fortress NE Mound	0x027a0325 90 -10 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	027A	28479	portalburunfeeluntree	2073423918	Vile-Smelling Refuse	0xB95F0112 86.0521 108.374 4.59706 0.700479 0 0 -0.713673							
027B	635	Burun Fortress NW Mound	0x027b030c 132.4940032959 -130 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	027B	28483	portalburunmucorpit	2073423919	Vile-Smelling Refuse	0xB95F010A 33.9346 108.523 4.59706 -0.707534 0 0 -0.70668							
027C	636	Ancient Empyrean Grotto	0x027C01B0 40.000000 0.000000 0.084772 0.000000 0.000000 0.000000 -1.000000	027C	10855	portallegionarynamequest-xp	1917587456	Ancient Empyrean Grotto	0x24C10002 22.8535 29.498 95.7459 -0.961033 0 0 -0.276435							
027C	636	Ancient Empyrean Grotto	0x027C01B0 40.000000 0.000000 0.084772 0.000000 0.000000 0.000000 -1.000000	027C	42148		2023759982	Ancient Empyrean Grotto	0x8A020103 30 -40 -12.0504 0.707107 0 0 -0.707107							
027D	637	Lair of the Eviscerators	0x027D02AA 120.000000 -20.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	027D	10849	portalbutchernamequest-xp	1912348672	Lair of the Eviscerators	0x1FC2002D 134.266 110.936 81.937 -0.0218031 0 0 0.999762							
027E	638	Martinate Holding	0x027E0104 120.000000 -20.000000 -11.995001 1.000000 0.000000 0.000000 0.000000	027E	10881	portalmartinatelair-xp	1912377344	Martinate Holding	0x1FC90008 21.822 172.412 -0.063 0.864443 0 0 0.502731							
027F	639	East Fork Damn Hive	0x027F0234 30 -60 6.00500011 -0.70710677 0 0 -0.70710677	027F	11213	portaledamhive-xp	1912324096	East Fork Dam Hive Portal	0x1FBC0108 178.284 9.94946 82.7936 -0.198111 0 0 -0.98018							
0280	640	Burun Fortress SE Mound	0x0280041c 57.412998199463 -90 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	0280	28482	portalburunkoruuspawn	2073423957	Vile-Smelling Refuse	0xB95F010E 86.2473 84.5953 4.59706 0.694129 0 0 -0.719851							
0281	641	Hidden Chamber	0x02810112 10 -10 0.0049999998882413 1 0 0 0	0281									Portal Gem	x		
0282	642	An Olthoi Soldier Nest	0x02820234 120.000000 -10.000000 0.005000 -0.707107 0.000000 0.000000 -0.707107	0282	10857	portalsoldiernamequest-xp	1913352192	An Olthoi Soldier Nest	0x20B70008 20.3366 177.344 89.937 0.885832 0 0 0.464005							
0282	642	An Olthoi Soldier Nest	0x02820234 120.000000 -10.000000 0.005000 -0.707107 0.000000 0.000000 -0.707107	0282	42170		2023759981	An Olthoi Soldier Nest	0x8A020102 31.723 -31.727 -12.0504 0.382683 0 0 -0.92388							
0283	643	The Dark Lair	0x0283015A 10.200000 -3.800000 0.005000 0.000000 0.000000 0.000000 -1.000000	0283	10851	portalgardenernamequest-xp	1922785280	The Dark Lair	0x29B6003A 176.609 35.8586 21.937 -0.526934 0 0 0.849906							
0283	643	The Dark Lair	0x0283015A 10.200000 -3.800000 0.005000 0.000000 0.000000 0.000000 -1.000000	0283	42155		2023759984	The Dark Lair	0x8A020111 48.301 -31.73 -12.0504 -0.382684 0 0 -0.923879							
0284	644	Abandoned Tumerok Site	0x02840211 20.000000 0.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	0284	10853	portalharvesternamequest-xp	1904947201	Abandoned Tumerok Site	0x18B30030 138.595 175.993 19.937 -0.978571 0 0 0.205908							
0284	644	Abandoned Tumerok Site	0x02840211 20.000000 0.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	0284	42146		2023759985	Abandoned Tumerok Site	0x8A020112 50 -40 -12.0504 -0.707107 0 0 -0.707107							
0285	645	Wasteland Hive	0x0285039A 100.160004 -79.779999 6.005000 -0.999950 0.000000 0.000000 -0.009999	0285	11231	portalwastelandhive-xp	1909186560	Wasteland Hive Portal	0x1CBE0028 108.213 180.188 99.937 -0.999999 0 0 0.00162417							
0286	646	Tumerok Cave	0x028602BF 40.000000 -50.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	0286	11323	portaltanuacave-xp	1904947200	Tumerok Cave	0x18B30015 63.7526 101.435 21.937 0.966723 0 0 -0.255824						Portal drops you in same spot as Entrance portal. loc of actual drop added +CPL Brown	
0287	647	Aun Papileona's Shrine to Raeta	0x028701F3 60.099998 -4.500000 0.005000 0.000000 0.000000 0.000000 -1.000000	0287												
0288	648	Royal Hive	0x02880267 40.189999 -70.120003 -11.995001 -0.707107 0.000000 0.000000 0.707107	0288												
0289	649	Tiny Hive	0x028902A5 109.930000 -16.719999 -29.995001 0.000000 0.000000 0.000000 -1.000000	0289											req lvl 70, portal spawns me outside in the same spot portal is located 	
028A	650	Small Hive	0x028A0240 110.400970 -29.136839 -29.995001 -0.879954 0.000000 0.000000 -0.475058	028A											random landscape spawn (Timaru) -sy Missing Portal	
028B	651	Simple Hive	0x028B026C 60.000000 -60.000000 -5.995000 1.000000 0.000000 0.000000 0.000000	028B											random landscape spawn (Timaru) -sy	
028C	652	Shallow Hive	0x028C024B 62.497555 -41.904797 0.005000 0.453596 0.000000 0.000000 -0.891207	028C												
028D	653	New Hive	0x028D02E4 40.40000153 -40.20000076 0 0.70710677 0 0 -0.70710677	028D											random landscape spawn (timaru) -sy	
028E	654	Palenqual's Cavern	0x028E0330 90.000000 -70.000000 0.005000 0.707107 0.000000 0.000000 -0.707107	028E	11442	portalpalenquall-xp	1917566976	Palenqual's Caverns	0x24BC0104 145.798 107.862 49.2401 -0.70001 0 0 -0.714133						random landscape spawn (Timaru) -sy	
028F	655	Swamp Gardens	0x028F018D 10.105321 -20.030056 0.005000 -0.693765 0.000000 0.000000 0.720201	028F	11686	portaldyedungeon	2072391680	Swamp Gardens	0xB863002A 126.961 37.7771 5.937 0.339913 0 0 -0.940457							
0290	656	Stable Rift	0x029002C9 49.320000 -0.390000 0.005000-0.498284 0.000000 0.000000 -0.867014	0290	10792	portalvirindieastham	2078838785	Stable Rift	0xBE89001C 75.361 86.146 43.5984 1 0 0 0							
0291	657	Singularity Bore	0x02910388 210.000000 -120.000000 6.005000 0.000000 0.000000 0.000000 -1.000000	0291	10796	portalvirindiobsidiannexusdungeon	1928523834	Singularity Bore	0x2F2F002B 125.575 61.1697 1.937 0.164662 0 0 -0.98635							
0292	658	Tumerok Cavern	0x02920219 34.400002 -27.700001 0.005000 -0.444635 0.000000 0.000000 -0.895712	0292												
0293	659	Habitat	0x02930200 2.460000 -88.389999 -11.995001 0.999950 0.000000 0.000000 0.009999	0293												
0294	660	Land Bridge Staging Complex: Director's Private Chambers	0x02940101 -1.480952 -69.985443 0.005000 0.696707 0.000000 0.000000 -0.717356	0294											from Habitat portal gem -sy	
0295	661	Inculcation Cells	0x0295026D 160.000000 -270.000000 6.005000 1.000000 0.000000 0.000000 0.000000	0295												
0296	662	Southern Black Claw Dungeon	02960101 81.67 -748.33 -18.00 0.70 0.00 0.00 -0.72	0296												
0297	663	Northern Black Claw Dungeon	02970140 101.51 -768.45 -24.00 1.00 0.00 0.00 -0.02	0297											summoned by Southern Black Claw Raider -sy	
0298	664	Land Bridge Staging Complex: Main	0x029802A5 200.000000 -10.000000 12.004999 0.000000 0.000000 0.000000 -1.000000	0298	10716	portalstagingcomplex	2009149440	Land Bridge Staging Complex Portal	0x7C130018 54.6388 168.818 6.00517 -0.764573 0 0 -0.644537						summoned by Northern Black Claw Raider -sy	
0299	665	Larry's Garden	0x0299010D 70.000000 -10.000000 0.005000 0.707107 0.000000 0.000000 -0.707107	0299												
029A	666	The Envoy's Chamber	0x029A01F1 170.000000 -220.000000 0.005000 1.000000 0.000000 0.000000 0.000000	029A	9388	portalenvoychamber	1881780297	The Envoy's Chamber	0x029B0358 280 -530 29.937 1 0 0 0							
029B	667	Gredaline Consulate	0x029B0318 280.000000 -300.000000 6.005000 1.000000 0.000000 0.000000 0.000000	029B	9508	portalgredalineconsulate	2051219456	Gredaline Consulate	0xA4320004 10.281 84.7743 154.066 -0.330282 0 0 0.943882							
029C	668	Linvak Tukal Entryway	0x029C010F 10.000000 -300.000000 0.005000 1.000000 0.000000 0.000000 0.000000	029C	9411	portallinvaktukalentryway	2049044494	Linvak Tukal Entryway	0xA21F001D 78.4849 111.075 388.168 0.941997 0 0 -0.335621							
029D	669	Mnemosyne Collection Site (Large)	0x029D010C 100.000000 0.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	029D	9321	portalrenselmdungeon	1881788422	Large Mnemosyne Collection Site	0x029D010B 55.2758 -72.6808 -0.063 -0.00667004 0 0 -0.999978							
029D	669	Mnemosyne Collection Site (Small)	0x029D0106 50.000000 -50.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	029D	9320	portalhahnaindungeon	1881788419	Small Mnemosyne Collection Site	0x029D0105 5.12844 -22.0209 -0.063 -0.113192 0 0 -0.993573							
029D	669	Mnemosyne Collection Site (Tiny)	0x029D0100 0.000000 0.000000 0.005000 0.000000 0.000000 0.000000 -1.000000	029D	9322	portalsaelardungeon	2033696768	Mnemosyne Collection Site	0x937C003B 177.777 50.028 35.937 0.693267 0 0 0.720681							
029E	670	Aerbax Laboratory (Main)	029E0269 50.00 -10.00 6.01 -0.00 0.00 0.00 -1.00	029E	9201	portalaerbaxlaboratory	2023170048	Aerbax Laboratory	0x89720026 113.223 136.926 9.937 0.389244 0 0 0.921135							
029F	671	Aerbax Laboratory (Haven)	029F017E 60.00 -609.21 0.00 1.00 0.00 0.00 0.00	029F												
02A0	672	Sand Shallow	0x02A002F5 290.000000 -340.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02A0	9199	portalsandshallow	2013728768	Sand Shallow	0x80710011 55.9837 16.1898 11.2387 -0.330342 0 0 0.943861							
02A1	673	Panopticon	0x02A10166 260.000000 0.000000 -35.994999 0.000000 0.000000 0.000000 -1.000000	02A1	9296	portalpanopticon	1902333952	Panopticon Portal	0x1635001D 78.4765 96.9502 65.3973 0.996544 0 0 -0.0830679							
02A2	674	Lyceum Training Grounds	02A202D2 167.03 -183.13 0.00 -1.00 0.00 0.00 0.03	02A2												
02A3	675	Moss Chamber (NPC Room)	02A30101 -1.62 -5.17 0.00 0.70 0.00 0.00 -0.71	02A3	9166	portalmartinelair	1880993849	Moss Chamber	0x01DB0139 110 -90 -24.063 1 0 0 0							
